Timestamp,Wogegen sind Sie geimpft?,"Falls Sie nicht geimpft sind, weshalb nicht?",Sind Sie z.B. aufgrund von Immunsuppressiva auf eine hohe Immunität innerhalb der Bevölkerung angewiesen?,"Ich würde mich gegen Krankheiten mit hohem Infektionsrisiko, jedoch leichten Symptomen impfen lassen.","Ich würde mich gegen Krankheiten mit niedrigem Infektionsrisiko, jedoch schweren Symptomen impfen lassen.",Vor einer Impfung achte ich auf ihre Wirksamkeit.,Vor einer Impfung achte ich auf Empfehlungen meiner Ärztin bzw. meines Arztes.,Vor einer Impfung achte ich auf Empfehlungen des Gesundheitsamtes oder der Impfkommission.,"Für mich ist eine Impfung wirksam, wenn sie mein Infektionsrisiko senkt.","Für mich ist eine Impfung wirksam, wenn sie die Weitergabe des Krankheitserregers verhindert.","Für mich ist eine Impfung wirksam, wenn sie im Falle einer Infektion meine Symptome mildert.",Kurzzeitige leichte Nebenwirkungen wie Müdigkeit oder Schwindel würde ich in Kauf nehmen.,Kurzzeitige schwere Nebenwirkungen wie hohes Fieber würde ich in Kauf nehmen.,Länger andauernde Nebenwirkungen wie Müdigkeit würde ich in Kauf nehmen.,Wie viele Covid-19-Impfdosen haben Sie bereits erhalten?,"Wenn ja, wann haben Sie sich impfen lassen?","Wenn ja, aus welchem Grund haben Sie sich impfen lassen?","Sind generelle Hygienemaßnahmen (Sicherheitsabstände, Hände waschen, Lüften, persönliche Schutzmaßnahmen) Ihrer Ansicht nach bereits ausreichend wirksam?","Sind Covid-19-Maßnahmen der Regierung (Einschränkungen für Gastronomie, Veranstaltungen, Home Office) Ihrer Ansicht nach wirksam?",In welchen Bereichen vertrauen Sie der Covid-19-Impfung?,In welchen Bereichen vertrauen Sie der Covid-19-Impfung nicht?,Geschlecht,Alter,Was ist Ihre höchste abgeschlossene Schulbildung?,Welchen Beruf üben Sie aus?,Sind Sie im Gesundheitsbereich tätig?,"Wenn ja, welchen Beruf üben Sie genau aus?"
15/04/2022 13:13:02,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,5,5,3,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,1,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,61,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Nein,
15/04/2022 13:13:05,"Masern-Mumps-Röteln, Polio, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,4,4,5,4,4,4,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel",2,4,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,28,Hochschule/Universität,In Ausbildung (Schule/Lehre/Studium),Nein,
15/04/2022 13:14:43,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,3,3,4,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,41,Hochschule/Universität,Leitende/r Angestellte/r,Nein,Angestellte im BMI
15/04/2022 13:15:35,"Polio, Tetanus, Grippe, Covid-19",,Nein,5,5,5,5,5,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)","Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,54,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
15/04/2022 13:16:22,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,4,4,5,5,5,5,5,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,3,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,47,Matura (AHS/BHS/Abendmatura),Selbstständig,Nein,
15/04/2022 13:18:00,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,3,5,5,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 3G-Pflicht am Arbeitsplatz",2,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,54,Hochschule/Universität,Leitende/r Angestellte/r,Nein,Schulleitung 
15/04/2022 13:20:53,"Masern-Mumps-Röteln, Polio, Hepatitis, Grippe, Covid-19",,Nein,5,5,4,4,4,4,4,5,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,3,Symptome im Falle einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),männlich,34,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 13:22:18,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,5,3,2,5,5,5,5,5,5,mehr als 3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,1,5,Symptome im Falle einer Ansteckung,Keine der genannten,weiblich,53,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 13:25:33,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,4,3,4,4,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,38,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 13:29:13,"Polio, Tetanus, Hepatitis, Covid-19",,Nein,4,5,5,5,5,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,64,Hochschule/Universität,Angestellte/r,Ja,Arztassistentin
15/04/2022 13:32:46,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Ja,5,5,3,5,3,5,5,5,5,2,1,2,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",5,5,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,32,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 13:36:11,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,4,4,5,5,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,55,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 13:37:29,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,5,3,4,4,4,3,4,4,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,28,Hochschule/Universität,Angestellte/r,Nein,Lehrerin
15/04/2022 13:37:40,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,5,4,4,4,4,4,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,3,Symptome im Falle einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),männlich,53,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 13:48:56,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,2,5,4,5,5,4,4,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,Symptome im Falle einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,50,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 13:49:27,"Masern-Mumps-Röteln, Tetanus, Covid-19",,Nein,4,5,4,4,5,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,2,4,Verhinderung einer Ansteckung,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),weiblich,65,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 13:53:50,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Nein,3,5,4,4,4,4,4,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,43,Lehre,Angestellte/r,Nein,Bibliothekarin 
15/04/2022 13:59:47,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Nein,3,2,4,3,4,4,4,4,4,3,2,2,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel",3,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,44,Hochschule/Universität,Leitende/r Angestellte/r,Nein,Softwareentwicklung 
15/04/2022 14:06:50,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,5,5,4,5,5,5,5,5,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,49,Hochschule/Universität,Angestellte/r,Nein,Lehrer 
15/04/2022 14:14:30,"Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,4,5,3,4,4,4,5,5,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,3,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",Keine der genannten,männlich,54,Hochschule/Universität,Angestellte/r,Nein,Lehrer
15/04/2022 14:19:55,"Masern-Mumps-Röteln, Polio, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Nein,4,5,1,5,5,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,45,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 14:21:11,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,5,4,3,4,4,4,4,4,3,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,40,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 14:24:52,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,4,4,4,5,5,5,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,3,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,59,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
15/04/2022 14:31:43,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,4,5,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel",2,2,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,68,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,Beamtin in Ruhe
15/04/2022 14:32:25,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,4,4,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Symptome im Falle einer Ansteckung,weiblich,35,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 14:35:55,"Masern-Mumps-Röteln, Polio, Tetanus, Grippe, Covid-19",,Nein,4,5,5,5,2,5,1,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,Zu meinem eigenem Schutz,4,3,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,57,Matura (AHS/BHS/Abendmatura),Leitende/r Angestellte/r,Nein,Projektleitung Baufirma
15/04/2022 14:38:09,"Masern-Mumps-Röteln, Polio, Tetanus, Covid-19",,Nein,4,2,4,5,3,5,5,5,5,5,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,59,Hochschule/Universität,Selbstständig,Nein,
15/04/2022 14:39:11,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,3,3,4,4,3,5,5,4,5,3,2,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Aufgrund der 2G/3G-Pflicht in Gastronomie und Handel",4,3,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,54,Hochschule/Universität,Selbstständig,Nein,SW Entwicklung
15/04/2022 14:43:03,"Masern-Mumps-Röteln, Polio, Tetanus, Grippe, Covid-19",,Nein,2,5,5,4,2,5,5,4,5,5,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,4,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,52,Lehre,Angestellte/r,Nein,
15/04/2022 14:45:53,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,4,4,4,5,5,5,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,51,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
15/04/2022 14:46:56,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,4,2,4,4,3,5,4,5,5,3,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,52,Hochschule/Universität,Angestellte/r,Nein,Volksschulergänzungsprogramm
15/04/2022 14:51:22,"Polio, Tetanus, Grippe, Covid-19",,Nein,3,5,5,5,5,5,5,5,5,5,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,weiblich,58,Hochschule/Universität,Leitende/r Angestellte/r,Nein,Sozialmanagement
15/04/2022 15:02:35,"Masern-Mumps-Röteln, Polio, Tetanus, Grippe, Covid-19",,Nein,5,5,5,4,4,5,5,5,5,2,1,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,59,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
15/04/2022 15:04:29,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,4,4,5,5,4,5,4,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,4,Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),Verhinderung einer Ansteckung,weiblich,54,Hochschule/Universität,Angestellte/r,Nein,
15/04/2022 15:05:37,"Polio, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19, Ich weiß es nicht/Ich bin mir nicht sicher",,Nein,5,5,4,5,3,4,5,4,5,4,3,3,Zum ehestmöglichem Zeitpunkt,"Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",2,4,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,14,noch keinen Abschluss,Derzeit nicht erwerbstätig,Nein,
15/04/2022 15:07:12,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,1,5,5,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",1,5,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,männlich,45,Hochschule/Universität,Leitende/r Angestellte/r,Nein,
15/04/2022 15:10:15,"Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,3,5,3,5,5,3,5,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,3,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,53,Hochschule/Universität,Angestellte/r,Nein,Lehrerin
15/04/2022 15:15:26,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,4,5,3,4,4,5,4,5,4,4,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",4,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Keine der genannten,weiblich,41,Hochschule/Universität,Derzeit nicht erwerbstätig,Nein,
15/04/2022 15:18:28,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, Covid-19",Aus gesundheitsbedingten Gründen,Ja,5,5,4,4,3,5,5,5,4,4,4,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,52,Hochschule/Universität,Angestellte/r,Ja,
15/04/2022 15:22:14,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,5,5,3,5,3,5,1,5,5,5,5,3,Mit der Einführung von 3G am Arbeitsplatz,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",3,5,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,58,Matura (AHS/BHS/Abendmatura),Derzeit nicht erwerbstätig,Nein,
15/04/2022 15:31:37,"Tetanus, Hepatitis, Covid-19",,Nein,5,2,2,5,5,5,5,5,5,3,2,3,"Nach ein paar Wochen, als bereits einige Freunde und Bekannte geimpft waren","Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,3,"Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",Verhinderung einer Ansteckung,männlich,36,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Angestellte/r,Ja,Dipl Sozialbetreuer
15/04/2022 15:34:32,"Masern-Mumps-Röteln, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,5,5,2,4,5,5,5,5,5,5,5,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,4,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung",Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität),männlich,26,Hochschule/Universität,In Ausbildung (Schule/Lehre/Studium),Nein,
15/04/2022 15:35:03,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,5,3,5,4,4,3,5,5,3,3,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität), Um einfacher reisen zu können",3,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,52,Lehre,Selbstständig,Nein,Gastronom
15/04/2022 15:36:37,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",Aus gesundheitsbedingten Gründen,Nein,1,4,5,4,4,3,4,5,5,3,1,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",1,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,52,Hochschule/Universität,Angestellte/r,Nein,Wissenschaftlerin
15/04/2022 15:37:01,"Masern-Mumps-Röteln, Polio, Tetanus, FSME/Zeckenschutzimpfung, Grippe, Covid-19",,Nein,4,5,5,3,2,4,4,5,5,4,2,3,Zum ehestmöglichem Zeitpunkt,"Zu meinem eigenem Schutz, Um besonders gefährdete Menschen zu schützen (Herdenimmunität)",2,4,Symptome im Falle einer Ansteckung,Verhinderung einer Ansteckung,weiblich,53,Lehre,Angestellte/r,Nein,
15/04/2022 15:48:09,"Masern-Mumps-Röteln, Polio, Tetanus, Hepatitis, FSME/Zeckenschutzimpfung, Covid-19",,Nein,3,5,4,5,3,4,4,5,4,3,1,3,"Nach ein paar Wochen, aber aus dem Bekannten- und Familienkreis war ich der/die Erste",Zu meinem eigenem Schutz,4,2,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",männlich,58,Berufsbildende Mittlere Schule (Fach-/Handelsschule),Leitende/r Angestellte/r,Nein,AngestellteR
15/04/2022 16:07:01,"Masern-Mumps-Röteln, Polio, FSME/Zeckenschutzimpfung, Covid-19",,Nein,1,1,5,3,1,5,5,3,3,1,1,2,Mit der Einführung von 3G am Arbeitsplatz,Aufgrund der 3G-Pflicht am Arbeitsplatz,4,3,Keine der genannten,"Verhinderung einer Ansteckung, Symptome im Falle einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,52,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,Software-Entwickler
15/04/2022 16:19:26,"Polio, Tetanus, Hepatitis, Covid-19",,Nein,4,5,4,2,3,4,4,4,5,3,2,3,Zum ehestmöglichem Zeitpunkt,Um besonders gefährdete Menschen zu schützen (Herdenimmunität),2,4,Symptome im Falle einer Ansteckung,"Verhinderung einer Ansteckung, Wahrscheinlichkeit einer Weitergabe im Falle einer Ansteckung (Infektiösität)",weiblich,56,Matura (AHS/BHS/Abendmatura),Angestellte/r,Nein,
